Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
849 Alvar St,849 Alvar St,Short Term Rental Commercial Owner,5,10,11/14/2023 11:59:59 PM,"(29.9635181754475, -90.0369469946087)",3691322.3,534547.43
2334 Joliet St,2334 Joliet St,Short Term Rental Residential Owner,2,4,10/17/2023 04:50:28 PM,"(29.9583315004966, -90.1245458833608)",3663605.87,532358.15
SONDER USA,623 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531709493373, -90.0685881152189)",3681345.36917,530672.83117
705 Camp St Apt 303,705 Camp St Apt 303,Short Term Rental Commercial Owner,3,6,03/28/2023 11:59:59 PM,"(29.9469791658913, -90.0703063787111)",3680826.08,528415.27
638 S Rocheblave St,638 S Rocheblave St,Short Term Rental Commercial Owner,5,10,05/04/2023 11:59:59 PM,"(29.9586983478064, -90.0893644246273)",3674744.49,532610.78
4613 Tchoupitoulas St,4613 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,05/01/2023 11:59:59 PM,"(29.9170330741967, -90.103870272117)",3670313.86,517410.16
4615 Tchoupitoulas St,4615 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,05/01/2023 11:59:59 PM,"(29.9170323765645, -90.1039221468537)",3670297.43,517409.73
2132 Laurel St,2132 Laurel St,Short Term Rental Commercial Owner,2,4,05/03/2023 11:59:59 PM,"(29.9281086894958, -90.075002197266)",3679414.36,521536.92
505 Frenchmen St,505 Frenchmen St,Short Term Rental Commercial Owner,1,2,05/02/2023 11:59:59 PM,"(29.9627907980921, -90.0576065708806)",3684783.85,534209.51
2328 Barracks St,2328 Barracks St,Short Term Rental Residential Owner,1,2,10/19/2023 02:57:04 PM,"(29.9727533972299, -90.075094703833)",3679206.79,537771.06
2702 Chartres St,2702 Chartres St,Short Term Rental Commercial Owner,2,4,04/29/2023 11:59:59 PM,"(29.9635431300861, -90.0506516370523)",3686982.93,534507.67
424 S Clark St,424 S Clark St,Short Term Rental Residential Owner,1,2,05/05/2023 11:59:59 PM,"(29.9676334355621, -90.0978586112621)",3672019.82,535830.82
1224 Hillary St,1224 Hillary St,Short Term Rental Residential Owner,2,4,12/12/2023 02:07:14 PM,"(29.9445211127885, -90.1253812690022)",3663394.29,527333.37
229 Leboeuf St,229 Leboeuf St,Short Term Rental Residential Owner,,,05/05/2023 11:59:59 PM,"(29.953521454626, -90.0417129315065)",3689854.25,530895.22
506 David St,506 David St,Short Term Rental Commercial Owner,5,10,04/06/2023 11:59:59 PM,"(29.9782538601549, -90.0981101065092)",3671898.56,539691.96
8517 Belfast St,8517 Belfast St,Short Term Rental Residential Owner,2,4,05/03/2023 11:59:59 PM,"(29.9613336822367, -90.1218337337039)",3664453.12,533458.93
1919 Sophie Wright Pl Unit 6,1919 Sophie Wright Pl Unit 6,Short Term Rental Commercial Owner,1,2,05/19/2023 11:59:59 PM,"(29.9320809745753, -90.074790998204)",3679465.39,522982.12
301 Magazine St Apt 204,301 Magazine St Apt 204,Short Term Rental Commercial Owner,2,4,11/17/2023 11:59:59 PM,"(29.9504423057539, -90.067906304783)",3681572.23,529682.98
1670 N Claiborne Ave,1670 N Claiborne Ave,Short Term Rental Commercial Owner,4,8,11/14/2023 11:59:59 PM,"(29.9727851260964, -90.0637830869391)",3682787.91,537822.1
3601 Banks St,3601 Banks St,Short Term Rental Residential Owner,3,6,10/04/2023 06:13:37 AM,"(29.9689557626919, -90.0982919661504)",3671877.43,536310.19
1029 N Dorgenois St,1029 N Dorgenois St,Short Term Rental Residential Owner,1,2,05/18/2023 11:59:59 PM,"(29.9726590068931, -90.0790779582123)",3677946.07,537722.91
928 City Park Ave,928 City Park Ave,Short Term Rental Residential Owner,2,4,05/01/2023 11:59:59 PM,"(29.9833730592002, -90.0974367640504)",3672091.65,541555.8
2331 Laurel St,2331 Laurel St,Short Term Rental Residential Owner,1,2,10/16/2023 08:00:00 AM,"(29.9269878856732, -90.0770956059007)",3678755.76,521122.08
900 Bartholomew St Unit 209,900 Bartholomew St Unit 209,Short Term Rental Commercial Owner,2,4,01/24/2023 11:59:59 PM,"(29.9637298395558, -90.0362405766324)",3691545.1,534626.93
1614 Gentilly Blvd,1614 Gentilly Blvd,Short Term Rental Residential Owner,1,2,05/16/2023 11:59:59 PM,"(29.9810183912752, -90.0771755730582)",3678515.04,540769.3
2022 Barracks St,2022 Barracks St,Short Term Rental Residential Owner,2,4,05/18/2023 11:59:59 PM,"(29.9708796439964, -90.0723887217814)",3680071,537099.11
4829 Tchoupitoulas St,4829 Tchoupitoulas St,Short Term Rental Commercial Owner,4,8,05/16/2023 11:59:59 PM,"(29.9168017147957, -90.1065149109043)",3669477,517317.05
4027 N Claiborne Ave,4027 N Claiborne Ave,Short Term Rental Residential Owner,1,2,05/16/2023 11:59:59 PM,"(29.9706495416602, -90.0331485692467)",3692495.56,537154.28
"SONIAT HOUSE HOTEL; SONIAT HOLDINGS, LLC",1133 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9612262519371, -90.0605305332607)",3683864.35426,533630.287429
3408 Republic St,3408 Republic St,Short Term Rental Residential Owner,2,4,09/19/2023 03:48:41 PM,"(29.9923786704741, -90.0709200080693)",3680449.87,544922.1
934 Congress St,934 Congress St,Short Term Rental Residential Owner,1,2,10/30/2023 08:56:14 AM,"(29.9649581420138, -90.0393203094523)",3690564.93,535062.56
1429 N Claiborne Ave Apt E,1429 N Claiborne Ave Apt E,Short Term Rental Commercial Owner,2,4,11/15/2023 11:59:59 PM,"(29.9702268378075, -90.0685099159636)",3681301.67,536875.26
4311 Chartres St,4311 Chartres St,Short Term Rental Residential Owner,1,2,04/26/2023 11:59:59 PM,"(29.9598847445727, -90.0337417927167)",3692352.14,533237.68
1425 Thalia St,1425 Thalia St,Short Term Rental Commercial Owner,1,2,05/15/2023 11:59:59 PM,"(29.9389258370857, -90.073239377395)",3679929.46,525476.56
3 Marlborough Gate Pl,3 Marlborough Gate Pl,Short Term Rental Residential Owner,2,4,06/14/2023 11:59:59 PM,"(29.9345689903953, -90.1074720165193)",3669104.69,523774.64
816 Nashville Ave Unit P,816 Nashville Ave Unit P,Short Term Rental Commercial Owner,1,2,06/13/2023 11:59:59 PM,"(29.9220441085742, -90.1192139658556)",3665434.02,519180.53
4022 Banks St,4022 Banks St,Short Term Rental Residential Owner,1,2,06/21/2023 11:59:59 PM,"(29.9713534046537, -90.1024558444125)",3670549.73,537167.88
2832 St Ann St,2832 St Ann St,Short Term Rental Residential Owner,1,2,10/19/2023 02:51:53 PM,"(29.9726690375001, -90.0845254358618)",3676221.36,537707.72
732 Louisa St,732 Louisa St,Short Term Rental Residential Owner,1,2,04/04/2023 12:00:00 AM,"(29.9638230305552, -90.0436069092104)",3689212.34,534634.49
835 Canal St Apt B,835 Canal St Apt B,Short Term Rental Commercial Owner,2,4,12/05/2023 11:59:59 PM,"(29.9545047871232, -90.0704416522617)",3680753.08,531151.39
628 Baronne St Apt 302,628 Baronne St Apt 302,Short Term Rental Commercial Owner,2,4,11/02/2023 11:59:59 PM,"(29.9482219677699, -90.0733777998391)",3679848.45,528856.49
3338 Short St,3338 Short St,Short Term Rental Commercial Owner,3,6,12/05/2023 11:59:59 PM,"(29.9623509816758, -90.1121465058826)",3667516.51,533861.42
1737 Third St,1737 Third St,Short Term Rental Residential Owner,1,2,09/27/2023 01:10:01 PM,"(29.9335374751297, -90.0854479549295)",3676084.26,523474.84
334 Carondelet St Unit 211,334 Carondelet St Unit 211,Short Term Rental Commercial Owner,1,2,11/02/2023 11:59:59 PM,"(29.950812889579, -90.0713646245819)",3680475.6,529805.66
2903 St Ann St,2903 St Ann St,Short Term Rental Residential Owner,2,4,08/04/2023 11:59:59 PM,"(29.9729872116439, -90.0846211690881)",3676189.79,537823.09
1128 N Roman St,1128 N Roman St,Short Term Rental Residential Owner,1,2,08/02/2023 11:59:59 PM,"(29.969022127123, -90.0717278261815)",3680287.68,536425.95
801 Frenchmen St Apt 1,801 Frenchmen St Apt 1,Short Term Rental Commercial Owner,2,4,07/29/2023 11:59:59 PM,"(29.9657349337756, -90.0578098437093)",3684707.57,535279.39
1203 St Roch Ave,1203 St Roch Ave,Short Term Rental Commercial Owner,5,10,07/31/2023 11:59:59 PM,"(29.9699714645408, -90.0519810202361)",3686535.87,536840.54
618 N Pierce St Apt 2A,618 N Pierce St Apt 2A,Short Term Rental Commercial Owner,1,2,08/04/2023 11:59:59 PM,"(29.9778812735352, -90.0954941804717)",3672728.18,539565.41
828 Gallier St,828 Gallier St,Short Term Rental Residential Owner,1,2,07/29/2023 11:59:59 PM,"(29.9640712468489, -90.0404542100464)",3690209.55,534736
3134 Annunciation St,3134 Annunciation St,Short Term Rental Residential Owner,1,2,08/02/2023 11:59:59 PM,"(29.9214243834503, -90.084431610659)",3676454.17,519073.59
1212 Mazant St A,1212 Mazant St A,Short Term Rental Residential Owner,3,6,07/31/2023 11:59:59 PM,"(29.9666881487263, -90.034235608761)",3692167.73,535709.87
4520 Canal St,4520 Canal St,Short Term Rental Residential Owner,2,4,07/10/2023 06:39:06 PM,"(29.9776368371334, -90.1058483503375)",3669451.17,539441.26
2502 Ursulines Ave A,2502 Ursulines Ave A,Short Term Rental Residential Owner,1,2,07/25/2023 06:24:04 PM,"(29.9720022810418, -90.0777742196163)",3678361.45,537488.62
1130 Kerlerec St,1130 Kerlerec St,Short Term Rental Commercial Owner,3,6,11/02/2023 11:59:59 PM,"(29.9670071107294, -90.0635172121727)",3682895.37,535721.93
1310 Henriette Delille St,1310 Henriette Delille St,Short Term Rental Residential Owner,1,2,10/30/2023 06:45:04 PM,"(29.9661473314197, -90.0648580462026)",3682474.3,535404.58
3512 Bienville Ave,3512 Bienville Ave,Short Term Rental Residential Owner,3,6,10/19/2023 10:58:36 AM,"(29.9529606272473, -90.0649484702871)",3682498.75,530609.09
852 Bartholomew St,852 Bartholomew St,Short Term Rental Commercial Owner,5,10,11/14/2023 11:59:59 PM,"(29.9633486762451, -90.036180660918)",3691565.64,534488.54
2406 St Bernard Ave,2406 St Bernard Ave,Short Term Rental Commercial Owner,2,4,09/15/2023 11:59:59 PM,"(29.9804691548487, -90.0704099657759)",3680659.05,540593.12
2901 Orleans Ave,2901 Orleans Ave,Short Term Rental Residential Owner,1,2,10/16/2023 09:35:16 AM,"(29.9724566907199, -90.0850450546069)",3676057.69,537628.71
3113 N Prieur St,3113 N Prieur St,Short Term Rental Residential Owner,2,4,05/03/2023 11:47:44 AM,"(29.9758232481703, -90.0412405666411)",3689912.38,539006.65
900 Lyons St,900 Lyons St,Short Term Rental Commercial Owner,3,6,04/03/2023 11:59:59 PM,"(29.9205810471261, -90.1073858880205)",3669186.39,518688.4
1429 N Claiborne Ave Apt I,1429 N Claiborne Ave Apt I,Short Term Rental Commercial Owner,2,4,11/15/2023 11:59:59 PM,"(29.9703088200009, -90.0686334790722)",3681262.22,536904.64
3027 Lafitte Ave,3027 Lafitte Ave,Short Term Rental Commercial Owner,2,4,03/31/2023 11:59:59 PM,"(29.9714776908171, -90.0879849709312)",3675130.78,537262.58
4122 Magazine St,4122 Magazine St,Short Term Rental Commercial Owner,4,8,05/25/2023 11:59:59 PM,"(29.920909785241, -90.0986011985983)",3671967.79,518837.82
900 Bartholomew St Unit 319,900 Bartholomew St Unit 319,Short Term Rental Commercial Owner,2,4,04/03/2023 11:59:59 PM,"(29.9637176866987, -90.0363635606331)",3691506.21,534622.07
339 Carondelet St Apt 4F,339 Carondelet St Apt 4F,Short Term Rental Commercial Owner,1,2,11/14/2023 11:59:59 PM,"(29.9511376942714, -90.0717204839359)",3680361.61,529922.53
8015 St Charles Ave,8015 St Charles Ave,Short Term Rental Residential Owner,1,2,10/18/2023 03:41:00 PM,"(29.9427733864113, -90.1334564566001)",3660843.61,526670.96
1429 N Claiborne Ave Apt H,1429 N Claiborne Ave Apt H,Short Term Rental Commercial Owner,1,2,11/15/2023 11:59:59 PM,"(29.9703010497073, -90.0686204382519)",3681266.38,536901.86
1410 Erato St,1410 Erato St,Short Term Rental Commercial Owner,2,4,04/03/2023 11:59:59 PM,"(29.9394374038528, -90.0727611855221)",3680078.86,525664.25
2819 Grand Route St John St,2819 Grand Route St John St,Short Term Rental Residential Owner,1,2,10/13/2023 09:13:47 AM,"(29.979763545545, -90.0784324308595)",3678122.15,540308.63
3313 Cleveland Ave,3313 Cleveland Ave,Short Term Rental Residential Owner,3,6,10/11/2023 08:08:04 AM,"(29.9686802233563, -90.0939986783918)",3673237.82,536224.67
2326 Onzaga St,2326 Onzaga St,Short Term Rental Residential Owner,2,4,11/21/2023 11:59:59 PM,"(29.9781021026218, -90.0719239076455)",3680189.25,539727.09
420 S Bernadotte St,420 S Bernadotte St,Short Term Rental Residential Owner,1,2,02/22/2023 11:59:59 PM,"(29.9762656669112, -90.1104593469301)",3667996.72,538927.04
2226 Columbus St,2226 Columbus St,Short Term Rental Residential Owner,2,4,02/21/2023 11:59:59 PM,"(29.9750094427066, -90.0730896677302)",3679832.56,538598.42
336 Olivier St,336 Olivier St,Short Term Rental Residential Owner,2,4,05/05/2023 11:59:59 PM,"(29.9524269042152, -90.0498298175783)",3687288.42,530468.32
505 Frenchmen St,505 Frenchmen St,Short Term Rental Commercial Owner,1,2,05/02/2023 11:59:59 PM,"(29.9627907980921, -90.0576065708806)",3684783.85,534209.51
3529 St Claude Ave,3529 St Claude Ave,Short Term Rental Commercial Owner,2,4,08/07/2023 11:59:59 PM,"(29.9666817171885, -90.0388182902325)",3690716.8,535691.11
"SONDER USA, INC.",201 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9568491158329, -90.0719936410463)",3680252.24763,531998.461507
1414 Erato St,1414 Erato St,Short Term Rental Commercial Owner,2,4,04/03/2023 11:59:59 PM,"(29.9394921665117, -90.0728627025418)",3680046.49,525683.81
401 Baronne St,401 Baronne St,Short Term Rental Commercial Owner,3,6,04/03/2023 11:59:59 PM,"(29.950981680429, -90.0729594290995)",3679969.9,529861.48
2826 St Louis St,2826 St Louis St,Short Term Rental Commercial Owner,2,4,04/05/2023 11:59:59 PM,"(29.9698471121716, -90.0868053903864)",3675510.69,536673.7
1017 N Dorgenois St,1017 N Dorgenois St,Short Term Rental Residential Owner,2,4,10/27/2023 12:53:03 PM,"(29.9726193237222, -90.0793433656701)",3677862.2,537707.56
MAISON TOURISTE,430 BERMUDA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9519363884497, -90.0517410465104)",3686685.19945,530283.176513
1416 Erato St,1416 Erato St,Short Term Rental Commercial Owner,2,4,04/03/2023 11:59:59 PM,"(29.9395106585327, -90.0728984015036)",3680035.11,525690.41
1919 Sophie Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3,Short Term Rental Commercial Owner,2,4,04/08/2023 11:59:59 PM,"(29.9319934698995, -90.0746904373375)",3679497.59,522950.65
547 Jefferson Ave,547 Jefferson Ave,Short Term Rental Residential Owner,1,2,11/21/2023 11:59:59 PM,"(29.9174590075087, -90.1157415331574)",3666551.67,517524.89
1738 Henriette Delille St Apt G,1738 Henriette Delille St Apt G,Short Term Rental Commercial Owner,1,2,04/07/2023 11:59:59 PM,"(29.9679949511468, -90.0623707663303)",3683254.37,536085.17
339 Carondelet St Apt 4E,339 Carondelet St Apt 4E,Short Term Rental Commercial Owner,1,2,04/03/2023 11:59:59 PM,"(29.9511309988922, -90.0716990634022)",3680368.42,529920.17
339 Carondelet St Apt 2A,339 Carondelet St Apt 2A,Short Term Rental Commercial Owner,1,2,11/03/2023 11:59:59 PM,"(29.9510449871966, -90.0716310880527)",3680390.29,529889.13
4721 Venus St,4721 Venus St,Short Term Rental Residential Owner,2,4,12/05/2023 12:00:00 AM,"(30.0074637238855, -90.051331770498)",3686588.89,550476.45
1479 N Prieur St,1479 N Prieur St,Short Term Rental Residential Owner,1,2,04/07/2023 11:59:59 PM,"(29.9728098165659, -90.0700355433265)",3680808.29,537809.2
3029 Lafitte Ave,3029 Lafitte Ave,Short Term Rental Commercial Owner,2,4,03/31/2023 11:59:59 PM,"(29.9715009274964, -90.0880197720611)",3675119.67,537270.91
HOTEL TREMELLC,2552 ST PHILLIP STREET,4703 - BED & BREAKFAST INNS,,,,,,
2615 Marias St,2615 Marias St,Short Term Rental Commercial Owner,2,4,01/09/2024 11:59:59 PM,"(29.9663597079451, -90.0616405063255)",3683492.18,535493.1
1821 S Rampart St,1821 S Rampart St,Short Term Rental Residential Owner,3,6,12/06/2023 12:11:45 PM,"(29.9394622855255, -90.0819989319658)",3677153.12,525641.23
3808 Bienville Ave,3808 Bienville Ave,Short Term Rental Commercial Owner,2,4,04/06/2023 11:59:59 PM,"(29.974207355772, -90.0964303675438)",3672446.22,538226.23
2608 Dublin St,2608 Dublin St,Short Term Rental Residential Owner,2,4,08/31/2023 02:56:41 PM,"(29.958489722829, -90.1197224931388)",3665132.57,532431.83
606 Iberville St Apt 3A,606 Iberville St Apt 3A,Short Term Rental Commercial Owner,,,03/09/2023 11:59:59 PM,"(29.9535376984007, -90.0676685080303)",3681635.1,530809.41
12920 Ashland Dr,12920 Ashland Dr,Short Term Rental Residential Owner,3,6,09/20/2023 05:22:16 PM,"(30.0529244430044, -89.9544782077698)",3717042.84,567363.55
212 Magazine St Apt 2D,212 Magazine St Apt 2D,Short Term Rental Commercial Owner,2,4,12/08/2023 11:59:59 PM,"(29.9507944482281, -90.067397968652)",3681731.79,529812.81
2131 Pauger St,2131 Pauger St,Short Term Rental Residential Owner,3,6,04/07/2023 11:59:59 PM,"(29.9720897247269, -90.0606186678083)",3683792.57,537580.34
212 Magazine St Apt 4C,212 Magazine St Apt 4C,Short Term Rental Commercial Owner,2,4,12/08/2023 11:59:59 PM,"(29.9507460591442, -90.0672790570725)",3681769.64,529795.63
2012 Oretha Castle Haley Blvd,2012 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,5,10,09/21/2023 11:59:59 PM,"(29.9378090915791, -90.0816081809074)",3677283.44,525041.42
212 Magazine St Apt 3B,212 Magazine St Apt 3B,Short Term Rental Commercial Owner,3,6,12/08/2023 11:59:59 PM,"(29.9507802850798, -90.0673636011979)",3681742.73,529807.78
2705 Dryades St,2705 Dryades St,Short Term Rental Residential Owner,2,4,12/05/2023 11:59:59 PM,"(29.9339226003853, -90.087233821752)",3675517.11,523608.73
1227 Governor Nicholls St,1227 Governor Nicholls St,Short Term Rental Residential Owner,3,6,05/17/2023 04:09:28 PM,"(29.9657821893355, -90.0662855565047)",3682023.79,535266.8
4125 Tchoupitoulas St,4125 Tchoupitoulas St,Short Term Rental Commercial Owner,2,4,12/05/2023 11:59:59 PM,"(29.9174936698965, -90.0983542283042)",3672059.41,517596.44
2726 Jefferson Ave,2726 Jefferson Ave,Short Term Rental Residential Owner,1,2,11/01/2023 02:43:09 PM,"(29.9393704869554, -90.1104604978528)",3668139.54,525510.53
2202 Royal St,2202 Royal St,Short Term Rental Commercial Owner,5,10,02/08/2023 11:59:59 PM,"(29.9645435754706, -90.0560826021892)",3685259.28,534852.26
1404 Baronne St,1404 Baronne St,Short Term Rental Commercial Owner,5,10,12/04/2023 11:59:59 PM,"(29.9409721565483, -90.0774315032762)",3678593.63,526206.1
1022 Race St Apt 1,1022 Race St Apt 1,Short Term Rental Commercial Owner,1,2,05/26/2023 11:59:59 PM,"(29.9341690526557, -90.0719570594255)",3680354.62,523751.29
3229 Grand Route St John St,3229 Grand Route St John St,Short Term Rental Residential Owner,3,6,05/24/2023 11:59:59 PM,"(29.9800269540841, -90.0858947397313)",3675758.71,540378.62
4317 S Miro St,4317 S Miro St,Short Term Rental Residential Owner,4,8,05/23/2023 11:59:59 PM,"(29.945870183594, -90.1033253624691)",3670373.91,527898.25
CHATEAU ESPLANADE,1261 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9674989960424, -90.0655622825085)",3682245.88655,535893.628039
1453 N Rocheblave St,1453 N Rocheblave St,Short Term Rental Residential Owner,2,4,05/25/2023 11:59:59 PM,"(29.9755712719366, -90.0746766809483)",3679327.88,538797.2
7001 Bellaire Dr,7001 Bellaire Dr,Short Term Rental Residential Owner,2,4,06/15/2023 11:59:59 PM,"(30.0187248217952, -90.1201714246554)",3664758.51,554334.24
2623 Peniston St,2623 Peniston St,Short Term Rental Residential Owner,3,6,06/14/2023 11:59:59 PM,"(29.9372404440681, -90.0981869080857)",3672035.01,524777.66
2529 Marengo St,2529 Marengo St,Short Term Rental Residential Owner,2,4,06/16/2023 11:59:59 PM,"(29.9362238388348, -90.0993604988315)",3671667.3,524403.98
4216 N Robertson St Apt B,4216 N Robertson St Apt B,Short Term Rental Residential Owner,3,6,06/14/2023 11:59:59 PM,"(29.969008916672, -90.0318101381543)",3692926.09,536562.5
1412 Lesseps St,1412 Lesseps St,Short Term Rental Residential Owner,2,4,06/16/2023 11:59:59 PM,"(29.968354685703, -90.0317038953411)",3692962.43,536324.98
1645 Lesseps St,1645 Lesseps St,Short Term Rental Commercial Owner,3,6,12/06/2023 11:59:59 PM,"(29.9709615450894, -90.0306584923835)",3693282.64,537276.69
2260 N Roman St,2260 N Roman St,Short Term Rental Residential Owner,3,6,07/04/2023 11:59:59 PM,"(29.9756763837015, -90.0553837605415)",3685435.4,538903.03
